partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_list
West Virginia University,Forensic Accounting and Fraud Examination,"{"" Accounting"","" Audit"","" Critical Thinking"","" Financial Accounting"","" Risk Management"","" Regulations and Compliance"","" Data Analysis"","" Finance"","" Problem Solving"","" Leadership and Management""}",4.7,5.4k,Mixed , Course , 1 - 3 Months,False,"['risk management', 'finance', 'leadership', 'problem solving', 'critical thinking', 'accounting', 'data analysis', 'audit', 'financial accounting', 'regulations and compliance', 'leadership and management']"
"University of California, Santa Cruz",Coding for Everyone: C and C++,"{"" C Programming Language Family"","" Computer Programming"","" Programming Principles"","" Algorithms"","" Data Structures"","" C++ Programming"","" Computational Logic"","" Computer Programming Tools"","" Computational Thinking"","" Critical Thinking"","" Mathematics"","" Problem Solving"","" Graph Theory"","" Theoretical Computer Science""}",4.5,8.9k,Beginner , Specialization , 3 - 6 Months,False,"['problem solving', 'critical thinking', 'data structures', 'algorithms', 'c', 'programming principles', 'theoretical computer science', 'graph theory', 'c++ programming', 'c programming language family', 'computer programming tools', 'mathematics', 'computer science', 'computational thinking', 'computer programming', 'computational logic']"
Yale University,Overcoming Dyslexia,"{""(503 reviews)""}",4.8,503,Beginner , Course , 1 - 3 Months,False,[]
University at Buffalo,Digital Manufacturing & Design Technology,"{"" Design and Product"","" Leadership and Management"","" Product Lifecycle"","" Product Management"","" Strategy and Operations"","" Product Development"","" Business Process Management"","" Product Design"","" Supply Chain Systems"","" Data Management"","" Systems Design"","" Computer Networking"","" Supply Chain and Logistics"","" Human Computer Interaction"","" Process Analysis"","" Technical Product Management"","" Data Analysis"","" Project Management"","" System Security"","" Business Transformation"","" Cloud Computing"","" Cyberattacks"","" Operations Management"","" Security Engineering"","" Big Data"","" Cloud Storage"","" Communication"","" Computer Architecture"","" Computer Security Models"","" Network Security"","" Security Software"","" Security Strategy"","" Software Security"","" Supplier Relationship Management"","" Data Analysis Software"","" Digital Marketing"","" Machine Learning"","" Computer Security Incident Management"","" Data Visualization"","" Internet Of Things"","" Exploratory Data Analysis"","" Business Communication"","" Marketing""}",4.6,6.6k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'network security', 'cloud computing', 'machine learning', 'big data', 'data visualization', 'project management', 'strategy', 'marketing', 'operations management', 'supply chain', 'leadership', 'communication', 'networking', 'internet of things', 'product management', 'digital marketing', 'technical product management', 'computer security', 'incident management', 'computer networking', 'software security', 'data analysis software', 'computer security models', 'cyberattacks', 'security engineering', 'exploratory data analysis', 'supply chain and logistics', 'data management', 'computer architecture', 'product lifecycle', 'supply chain systems', 'security strategy', 'process analysis', 'design and product', 'human computer interaction', 'system security', 'data analysis', 'security software', 'product development', 'strategy and operations', 'business transformation', 'business communication', 'supplier relationship management', 'business process management', 'systems design', 'leadership and management', 'product design', 'cloud storage']"
University of Cape Town,Understanding Clinical Research: Behind the Statistics,"{"" Basic Descriptive Statistics"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Critical Thinking"","" Biostatistics"","" Clinical Data Management"","" Statistical Visualization""}",4.8,3.3k,Beginner , Course , 1 - 3 Months,False,"['statistics', 'critical thinking', 'basic descriptive statistics', 'data management', 'probability & statistics', 'data analysis', 'statistical tests', 'clinical data management', 'statistical visualization', 'biostatistics', 'general statistics']"
Interactive Brokers,Practical Guide to Trading,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Securities Trading"","" Financial Management"","" Market Analysis"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Accounting"","" Data Analysis"","" Securities Sales"","" Taxes""}",4.4,485,Beginner , Specialization , 3 - 6 Months,False,"['risk management', 'business analysis', 'strategy', 'finance', 'leadership', 'financial management', 'securities trading', 'market analysis', 'accounting', 'financial analysis', 'data analysis', 'taxes', 'sales', 'strategy and operations', 'securities sales', 'investment management', 'leadership and management']"
Meta,Meta AR Developer,"{"" Javascript""}",4.6,84,Intermediate , Professional Certificate , 3 - 6 Months,False,['javascript']
Johns Hopkins University,Health Informatics,"{"" Leadership and Management"","" Data Analysis"","" Data Management"","" Clinical Data Management"","" Decision Making"","" Systems Design"","" Data Model"","" Data Structures"","" Databases"","" User Experience"","" Change Management"","" Critical Thinking"","" Human Computer Interaction"","" Big Data"","" Data Analysis Software"","" Database Design"","" Database Theory"","" Process Analysis"","" Project Management"","" Data Science"","" Health""}",4.4,746,Beginner , Specialization , 3 - 6 Months,False,"['data science', 'big data', 'project management', 'change management', 'leadership', 'critical thinking', 'data structures', 'decision making', 'data analysis software', 'database theory', 'data management', 'process analysis', 'human computer interaction', 'data analysis', 'databases', 'database design', 'data model', 'clinical data management', 'user experience', 'systems design', 'leadership and management']"
University of Michigan,PostgreSQL for Everybody,"{"" SQL"","" Databases"","" Database Design"","" PostgreSQL"","" Database Application"","" Data Management"","" Database Theory"","" Data Structures"","" Python Programming"","" Data Architecture"","" NoSQL"","" Data Model"","" Natural Language Processing""}",4.7,1k,Intermediate , Specialization , 3 - 6 Months,False,"['python', 'sql', 'nosql', 'postgresql', 'natural language processing', 'data structures', 'database application', 'database theory', 'python programming', 'data management', 'data architecture', 'databases', 'database design', 'data model']"
IBM,Introduction to Software Engineering,"{"" Software Engineering"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Python Programming""}",4.7,581,Beginner , Course , 1 - 3 Months,False,"['python', 'agile', 'communication', 'networking', 'product management', 'programming principles', 'software architecture', 'software engineering', 'software-defined networking', 'software engineering tools', 'python programming', 'application development', 'computer programming', 'agile software development']"
The University of Sydney,Positive Psychiatry and Mental Health,"{"" Resilience""}",4.8,3.4k,Mixed , Course , 1 - 3 Months,False,['resilience']
DeepLearning.AI,Machine Learning Data Lifecycle in Production,"{"" Python Programming"","" Statistical Programming"","" Tensorflow"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning"","" Probability & Statistics""}",4.3,754,Advanced , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'statistics', 'feature engineering', 'exploratory data analysis', 'python programming', 'probability & statistics', 'tensorflow', 'data analysis', 'statistical programming']"
University of Michigan,Healthy and Sustainable Foods and Products,"{"" Product Lifecycle""}",3.9,24,Intermediate , Specialization , 3 - 6 Months,False,['product lifecycle']
University of London,Corporate Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Finance"","" Mergers & Acquisitions"","" Business Development""}",4.8,1.9k,Beginner , Course , 1 - 4 Weeks,False,"['strategy', 'marketing', 'finance', 'leadership', 'entrepreneurship', 'mergers & acquisitions', 'business development', 'sales', 'strategy and operations', 'leadership and management']"
University of Pennsylvania,Healthcare Law,"{"" Regulations and Compliance"","" Leadership and Management"","" Innovation"","" Strategy"","" System Security"","" Critical Thinking"","" Data Management"","" Risk Management"","" Strategy and Operations"","" Research and Design""}",4.7,411,Intermediate , Specialization , 3 - 6 Months,False,"['risk management', 'strategy', 'leadership', 'critical thinking', 'data management', 'system security', 'strategy and operations', 'research and design', 'innovation', 'regulations and compliance', 'leadership and management']"
IBM,IBM & Darden Digital Strategy,{Specialization},,,Specialization,,,False,[]
University of Illinois at Urbana-Champaign,Financial Management,"{"" Financial Management"","" Finance"","" Financial Analysis"","" Financial Accounting"","" Leadership and Management"","" Accounting"","" Investment Management"","" Risk Management"","" Cash Management"","" Accounts Payable and Receivable"","" General Accounting"","" Management Accounting"","" Account Management"","" Corporate Accouting"","" Generally Accepted Accounting Principles (GAAP)"","" Cost Accounting"","" Decision Making"","" Market Analysis"","" Securities Trading"","" Strategy"","" Correlation And Dependence"","" Taxes"","" Mergers & Acquisitions""}",4.7,6.4k,Intermediate , Specialization , 3 - 6 Months,True,"['risk management', 'strategy', 'finance', 'leadership', 'decision making', 'financial management', 'corporate accouting', 'securities trading', 'market analysis', 'management accounting', 'accounting', 'mergers & acquisitions', 'correlation and dependence', 'financial analysis', 'cash management', 'general accounting', 'taxes', 'cost accounting', 'financial accounting', 'accounts payable and receivable', 'investment management', 'leadership and management', 'account management']"
University of Michigan,Digital Technologies and the Future of Manufacturing,"{"" Product Management"","" Leadership and Management"","" Strategy and Operations"","" Design and Product"","" Strategy"","" Product Lifecycle"","" Feature Engineering"","" Business Process Management"","" Innovation"","" Internet Of Things"","" Operations Management"","" Technical Product Management"","" Entrepreneurship"","" Product Strategy"","" Cloud-Based Integration"","" Organizational Development""}",4.6,199,Beginner , Specialization , 1 - 3 Months,False,"['cloud', 'strategy', 'operations management', 'leadership', 'internet of things', 'feature engineering', 'product management', 'technical product management', 'cloud-based integration', 'entrepreneurship', 'product lifecycle', 'organizational development', 'design and product', 'strategy and operations', 'innovation', 'product strategy', 'business process management', 'leadership and management']"
Board Infinity ,Java FullStack Developer,"{"" Algorithms"","" Computer Programming"","" Java Programming"","" Javascript"","" Web Development""}",4.4,71,Intermediate , Specialization , 1 - 3 Months,False,"['javascript', 'java', 'algorithms', 'java programming', 'computer programming', 'web development']"
Google,The Path to Insights: Data Models and Pipelines,"{"" Data Management"","" Data Model"","" Extract"","" Transform"","" Load""}",4.7,262,Advanced , Course , 1 - 4 Weeks,False,"['data management', 'data model']"
Georgia Institute of Technology,Write Professional Emails in English,"{"" Writing"","" Business Communication"","" Professional Development""}",4.8,16.7k,Mixed , Course , 1 - 3 Months,False,"['communication', 'professional development', 'writing', 'business communication']"
California Institute of the Arts,Game Design: Art and Concepts,"{"" Creativity"","" Storytelling"","" Writing""}",4.7,3.8k,Beginner , Specialization , 3 - 6 Months,False,"['creativity', 'storytelling', 'writing']"
DeepLearning.AI,Convolutional Neural Networks in TensorFlow,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Human Learning"","" Tensorflow"","" Python Programming"","" Machine Learning Software""}",4.7,7.9k,Intermediate , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'deep learning', 'neural networks', 'computer vision', 'algorithms', 'machine learning algorithms', 'python programming', 'tensorflow', 'artificial neural networks', 'human learning', 'machine learning software', 'applied machine learning']"
Microsoft,Work Smarter with Microsoft Excel,"{"" Critical Thinking"","" Data Analysis"","" Data Visualization"","" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis Software"","" Data Model"","" Databases"","" Operational Analysis"","" Visual Design""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,False,"['data visualization', 'critical thinking', 'excel', 'data analysis software', 'data analysis', 'visual design', 'databases', 'data model', 'spreadsheet software', 'operational analysis']"
University of Virginia,Managerial Accounting Fundamentals,"{"" Accounting"","" Cost Accounting"","" Leadership and Management"","" Management Accounting"","" Account Management"","" Financial Accounting"","" Budget Management"","" General Accounting"","" Finance"","" Generally Accepted Accounting Principles (GAAP)""}",4.8,721,Beginner , Course , 1 - 4 Weeks,False,"['finance', 'leadership', 'management accounting', 'accounting', 'general accounting', 'budget management', 'cost accounting', 'financial accounting', 'leadership and management', 'account management']"
"University of California, Davis",Learn Spanish: Basic Spanish Vocabulary,"{"" Communication"","" Writing"","" Culture""}",4.6,3.5k,Beginner , Specialization , 3 - 6 Months,False,"['communication', 'culture', 'writing']"
University of Michigan,Extended Reality for Everybody,"{"" Human Computer Interaction"","" Virtual Reality"","" Computer Graphics"","" Interactive Design"","" User Experience"","" User Experience Design"","" Design and Product"","" Research and Design"","" Application Development"","" Product Development"","" Computer Programming"","" Product Design"","" Visual Design"","" Systems Design""}",4.6,423,Beginner , Specialization , 1 - 3 Months,False,"['virtual reality', 'application development', 'design and product', 'computer graphics', 'human computer interaction', 'visual design', 'product development', 'computer programming', 'research and design', 'interactive design', 'user experience design', 'user experience', 'systems design', 'product design']"
Vanderbilt University,Data Management for Clinical Research,"{"" Clinical Data Management"","" Data Management"","" Data Structures"","" Planning"","" Critical Thinking"","" Database Administration""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,False,"['critical thinking', 'data structures', 'data management', 'database administration', 'planning', 'clinical data management']"
Duke University,Data Analysis with R,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Data Analysis"","" Statistical Tests"","" Probability Distribution"","" R Programming"","" Statistical Programming"","" Basic Descriptive Statistics"","" Statistical Visualization"","" Bayesian Statistics"","" Exploratory Data Analysis"","" Plot (Graphics)"","" Problem Solving"","" Critical Thinking"","" Correlation And Dependence"","" Regression"","" Bayesian Network"","" Computer Programming""}",4.7,7.1k,Beginner , Specialization , 3 - 6 Months,False,"['r programming', 'statistics', 'problem solving', 'critical thinking', 'exploratory data analysis', 'basic descriptive statistics', 'probability & statistics', 'probability distribution', 'bayesian network', 'statistical analysis', 'regression', 'correlation and dependence', 'data analysis', 'statistical tests', 'computer programming', 'statistical visualization', 'general statistics', 'bayesian statistics', 'statistical programming']"
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"{"" Computational Logic"","" Computer Architecture"","" Computer Programming"","" Hardware Design"","" Theoretical Computer Science"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Systems Design""}",4.9,3.5k,Mixed , Course , 1 - 3 Months,False,"['problem solving', 'critical thinking', 'theoretical computer science', 'computer programming tools', 'computer architecture', 'hardware design', 'computer science', 'computer programming', 'systems design', 'computational logic']"
Duke University,Behavioral Finance,"{"" Behavioral Economics"","" Business Psychology"","" Critical Thinking"","" Decision Making"","" Finance"","" Investment Management"","" People Analysis"","" Probability & Statistics"","" Problem Solving"","" Strategy""}",4.4,3.8k,Beginner , Course , 1 - 4 Weeks,False,"['statistics', 'strategy', 'finance', 'problem solving', 'critical thinking', 'decision making', 'people analysis', 'probability & statistics', 'behavioral economics', 'investment management', 'business psychology']"
Google Cloud,Customer Experiences with Contact Center AI - Dialogflow CX,"{"" Machine Learning"","" Natural Language Processing"","" User Experience"","" Design and Product"","" Application Development"","" Google Cloud Platform"","" Interactive Design"","" Human Computer Interaction"","" Cloud-Based Integration"","" Machine Learning Software"","" Strategy and Operations"","" User Experience Design"","" Applied Machine Learning"","" Computer Architecture"","" Customer Relationship Management"","" Search Engine Optimization"","" Computer Programming Tools"","" Customer Success"","" Data Management"","" Operations Management""}",4.4,219,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'machine learning', 'natural language processing', 'strategy', 'operations management', 'cloud-based integration', 'computer programming tools', 'data management', 'search engine optimization', 'computer architecture', 'customer success', 'customer relationship management', 'application development', 'design and product', 'human computer interaction', 'computer programming', 'strategy and operations', 'google cloud platform', 'machine learning software', 'interactive design', 'user experience design', 'applied machine learning', 'user experience']"
IBM,"Introduction to Web Development with HTML, CSS, JavaScript","{"" Web Development"","" Cloud Applications"","" Javascript""}",4.6,1.7k,Beginner , Course , 1 - 3 Months,False,"['cloud', 'javascript', 'cloud applications', 'web development']"
Northwestern University,Organizational Leadership,"{"" Leadership and Management"","" Communication"","" Leadership Development"","" Strategy and Operations"","" Critical Thinking"","" Decision Making"","" Strategy"","" Business Psychology"","" Collaboration"","" People Analysis"","" People Development"","" Performance Management"","" Influencing"","" Organizational Development"","" Change Management"","" Employee Relations"","" Negotiation"","" Marketing"","" Innovation"","" Storytelling""}",4.7,4.5k,Intermediate , Specialization , 3 - 6 Months,False,"['change management', 'strategy', 'marketing', 'leadership', 'negotiation', 'communication', 'critical thinking', 'decision making', 'collaboration', 'storytelling', 'influencing', 'people analysis', 'performance management', 'organizational development', 'people development', 'strategy and operations', 'employee relations', 'innovation', 'leadership development', 'leadership and management', 'business psychology']"
University of Toronto,Introduction to Psychology,"{""(4.9k reviews)""}",4.9,4.9k,Mixed , Course , 1 - 3 Months,False,[]
Autodesk,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,"{"" Computer Graphics"","" Computer Graphic Techniques"","" Design and Product"","" Feature Engineering"","" Research and Design"","" Software Architecture"","" Software Engineering"","" User Experience Design"","" Visualization (Computer Graphics)""}",4.7,2.5k,Advanced , Course , 1 - 4 Weeks,False,"['feature engineering', 'software architecture', 'software engineering', 'design and product', 'computer graphics', 'computer graphic techniques', 'research and design', 'user experience design', 'user experience']"
Rice University,Investment and Portfolio Management,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Behavioral Economics"","" Probability & Statistics"","" Market Analysis"","" Mathematics"","" Statistical Tests"","" Business Psychology"","" Correlation And Dependence"","" Mathematical Theory & Analysis""}",4.5,2.4k,Beginner , Specialization , 3 - 6 Months,False,"['statistics', 'risk management', 'finance', 'leadership', 'probability & statistics', 'market analysis', 'mathematical theory & analysis', 'correlation and dependence', 'financial analysis', 'mathematics', 'statistical tests', 'behavioral economics', 'investment management', 'leadership and management', 'business psychology']"
University of Pennsylvania,Viral Marketing and How to Craft Contagious Content,"{"" Brand Management"","" Communication"","" Critical Thinking"","" Influencing"","" Marketing"","" Media Strategy & Planning"","" People Analysis"","" Social Media"","" Strategy"","" Market Analysis""}",4.8,5.1k,Mixed , Course , 1 - 4 Weeks,False,"['social media', 'strategy', 'marketing', 'communication', 'critical thinking', 'brand management', 'media strategy & planning', 'influencing', 'people analysis', 'market analysis', 'planning']"
Google,"Aspectos básicos: Datos, datos, en todas partes","{"" Data Analysis"","" Databases"","" Business Analysis"","" Data Management"","" Exploratory Data Analysis"","" Process Analysis"","" Data Analysis Software"","" Data Structures"","" SQL"","" Spreadsheet Software"","" Strategy"","" Microsoft Excel""}",4.8,4.9k,Beginner , Course , 1 - 3 Months,False,"['sql', 'business analysis', 'strategy', 'data structures', 'excel', 'data analysis software', 'exploratory data analysis', 'data management', 'process analysis', 'data analysis', 'databases', 'spreadsheet software']"
"University of California, Irvine",Project Planning,"{"" Leadership and Management"","" Planning""}",4.8,167,Beginner , Course , 1 - 3 Months,False,"['leadership', 'planning', 'leadership and management']"
Google,"Make the Sale: Build, Launch, and Manage E-commerce Stores","{"" E-Commerce"","" Sales"","" Advertising"","" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Strategy""}",4.8,909,Beginner , Course , 1 - 4 Weeks,False,"['strategy', 'marketing', 'digital marketing', 'media strategy & planning', 'planning', 'marketing management', 'sales', 'e-commerce', 'advertising']"
Lund University,"AI, Business & the Future of Work","{"" Leadership and Management"","" Strategy"","" Algorithms"","" Human Computer Interaction"","" Human Resources"","" Machine Learning"","" Machine Learning Algorithms"","" Business Process Management"","" Human Learning"","" Organizational Development""}",4.7,269,Beginner , Course , 1 - 4 Weeks,False,"['machine learning', 'strategy', 'leadership', 'algorithms', 'machine learning algorithms', 'human resources', 'organizational development', 'human learning', 'human computer interaction', 'business process management', 'leadership and management']"
EDHEC Business School,Climate Change and Sustainable Investing,"{"" Finance"","" Investment Management"","" Risk Management"","" Leadership and Management"","" Financial Analysis"","" Banking"","" Financial Accounting""}",4.7,281,Beginner , Specialization , 3 - 6 Months,False,"['risk management', 'finance', 'leadership', 'accounting', 'financial analysis', 'banking', 'financial accounting', 'investment management', 'leadership and management']"
Google,Go Beyond the Numbers: Translate Data into Insights,"{"" Data Analysis"","" Exploratory Data Analysis"","" Python Programming"","" Tableau Software""}",4.7,310,Advanced , Course , 1 - 3 Months,False,"['python', 'tableau', 'exploratory data analysis', 'python programming', 'tableau software', 'data analysis']"
Northwestern University,"Modern Robotics:  Mechanics, Planning, and Control","{"" Mathematics"","" Linear Algebra"","" Algebra"","" Geometry"","" Computer Programming"","" Mathematical Theory & Analysis"","" Computer Programming Tools"","" Matlab"","" Python Programming"","" Algorithms"","" Critical Thinking"","" Problem Solving"","" Differential Equations"","" Graph Theory"","" Spatial Analysis"","" Planning"","" Supply Chain and Logistics""}",4.7,1k,Intermediate , Specialization , 3 - 6 Months,False,"['python', 'matlab', 'supply chain', 'problem solving', 'critical thinking', 'algorithms', 'graph theory', 'differential equations', 'linear algebra', 'supply chain and logistics', 'computer programming tools', 'python programming', 'geometry', 'spatial analysis', 'mathematical theory & analysis', 'planning', 'mathematics', 'algebra', 'computer programming']"
Johns Hopkins University,Epidemiology in Public Health Practice,"{"" Epidemiology"","" Data Analysis"","" Data Visualization"","" Problem Solving"","" Estimation""}",4.7,4.2k,Beginner , Specialization , 3 - 6 Months,False,"['data visualization', 'problem solving', 'data analysis', 'epidemiology', 'estimation']"
Google Cloud,Introduction to Large Language Models,"{""(168 reviews)""}",4.2,168,Beginner , Course , 1 - 4 Weeks,False,[]
Duke University,Excel to MySQL: Analytic Techniques for Business,"{"" Business Analysis"","" Data Analysis"","" Data Model"","" Spreadsheet Software"","" Statistical Analysis"","" Exploratory Data Analysis"","" Probability & Statistics"","" Data Analysis Software"","" Financial Analysis"","" General Statistics"","" Mathematics"","" Data Management"","" Mathematical Theory & Analysis"","" Regression"","" Databases"","" Problem Solving"","" Statistical Tests"","" Big Data"","" Data Structures"","" SQL"","" Microsoft Excel"","" Data Visualization Software"","" Database Theory"","" Extract"","" Transform"","" Load"","" Linear Algebra"","" Cost Accounting"","" Tableau Software"","" Data Visualization""}",4.6,15.1k,Beginner , Specialization , 3 - 6 Months,False,"['sql', 'tableau', 'big data', 'data visualization', 'statistics', 'business analysis', 'problem solving', 'data structures', 'excel', 'data analysis software', 'exploratory data analysis', 'database theory', 'linear algebra', 'data management', 'probability & statistics', 'accounting', 'tableau software', 'mathematical theory & analysis', 'statistical analysis', 'regression', 'financial analysis', 'data analysis', 'mathematics', 'statistical tests', 'algebra', 'databases', 'data model', 'cost accounting', 'spreadsheet software', 'general statistics', 'data visualization software']"
Google Cloud,Site Reliability Engineering: Measuring and Managing Reliability,"{"" DevOps"","" Software Engineering"","" Strategy and Operations"","" Decision Making"","" Leadership and Management"","" Operational Analysis"","" Performance Management"","" User Experience"","" Problem Solving"","" Cloud Engineering""}",4.5,861,Intermediate , Course , 1 - 3 Months,False,"['cloud', 'devops', 'strategy', 'leadership', 'problem solving', 'decision making', 'software engineering', 'performance management', 'cloud engineering', 'strategy and operations', 'operational analysis', 'user experience', 'leadership and management']"
University of Michigan,Emotional Intelligence: Cultivating Immensely Human Interactions,"{"" Communication"","" Emotional Intelligence"","" Leadership and Management""}",4.7,240,Intermediate , Course , 1 - 4 Weeks,False,"['leadership', 'communication', 'emotional intelligence', 'leadership and management']"
"University of California, Irvine",Learn English: Beginning Grammar,"{"" Writing"","" Communication""}",4.9,3k,Beginner , Specialization , 1 - 3 Months,False,"['communication', 'writing']"
Berklee,"Songwriting: Writing, Arranging, and Producing Music","{"" Writing""}",4.8,2k,Beginner , Specialization , 3 - 6 Months,False,['writing']
Google Cloud,Google Cloud Fundamentals: Core Infrastructure,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Engineering"","" Cloud Infrastructure"","" Cloud Platforms"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Google App Engine"","" Kubernetes""}",4.7,47.4k,Beginner , Course , 1 - 3 Months,False,"['cloud', 'kubernetes', 'cloud computing', 'google app engine', 'cloud-based integration', 'other cloud platforms and tools', 'cloud infrastructure', 'cloud management', 'cloud engineering', 'cloud applications', 'cloud platforms', 'google cloud platform', 'cloud storage']"
University of Colorado Boulder,Optical Engineering,"{"" Systems Design"","" Algorithms""}",4.4,329,Advanced , Specialization , 3 - 6 Months,True,"['algorithms', 'systems design']"
University of Illinois at Urbana-Champaign,Value Chain Management,"{"" Leadership and Management"","" Accounting"","" Management Accounting"","" Account Management"","" Cost Accounting"","" Decision Making"","" Financial Accounting"","" Financial Analysis"","" Marketing Management"","" Marketing"","" Media Strategy & Planning"","" Financial Management"","" Strategy"","" General Accounting"","" Brand Management"","" Market Research"","" Planning"","" Budget Management"","" Communication"","" Sales"","" Market Analysis"","" Probability Distribution"","" Supply Chain and Logistics"","" Business Research"","" Probability & Statistics"","" Operations Management""}",4.7,4.9k,Intermediate , Specialization , 3 - 6 Months,True,"['statistics', 'strategy', 'marketing', 'operations management', 'supply chain', 'leadership', 'communication', 'market research', 'brand management', 'decision making', 'financial management', 'business research', 'media strategy & planning', 'supply chain and logistics', 'probability & statistics', 'market analysis', 'management accounting', 'probability distribution', 'accounting', 'financial analysis', 'planning', 'general accounting', 'budget management', 'marketing management', 'sales', 'cost accounting', 'financial accounting', 'leadership and management', 'account management']"
Duke University,Introductory Human Physiology,"{"" Health""}",4.8,4.7k,Beginner , Course , 1 - 3 Months,False,[]
University of Colorado System,Become an EMT,"{"" Leadership and Management"","" Communication""}",4.8,2.3k,Beginner , Specialization , 3 - 6 Months,False,"['leadership', 'communication', 'leadership and management']"
Knowledge Accelerators,Customer Service Fundamentals,"{"" Communication"","" Customer Support"","" Leadership and Management"","" Problem Solving"","" Customer Relationship Management"","" Customer Success"","" Strategy"","" Adaptability"","" Critical Thinking"","" User Experience""}",4.8,1.6k,Beginner , Course , 1 - 4 Weeks,False,"['strategy', 'leadership', 'communication', 'problem solving', 'critical thinking', 'adaptability', 'customer support', 'customer success', 'customer relationship management', 'user experience', 'leadership and management']"
Erasmus University Rotterdam,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","{"" Finance"","" Mergers & Acquisitions"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Investment Management"","" Accounting"","" Entrepreneurship"","" Marketing"","" Strategy"","" Strategy and Operations"","" Game Theory""}",4.6,1.2k,Advanced , Course , 1 - 3 Months,False,"['business analysis', 'strategy', 'marketing', 'finance', 'entrepreneurship', 'game theory', 'accounting', 'mergers & acquisitions', 'financial analysis', 'data analysis', 'strategy and operations', 'investment management']"
University of Michigan,Instructional Methods in Health Professions Education,"{""(441 reviews)""}",4.7,441,Intermediate , Course , 1 - 3 Months,False,[]
University of Pennsylvania,Gamification,"{"" Game Theory"","" Critical Thinking"","" User Experience"","" Business Psychology"","" Strategy"","" User Experience Design"","" Behavioral Economics"","" Human Learning"","" Problem Solving"","" Research and Design""}",4.8,2.4k,Mixed , Course , 1 - 3 Months,False,"['strategy', 'problem solving', 'critical thinking', 'game theory', 'human learning', 'research and design', 'behavioral economics', 'user experience design', 'user experience', 'business psychology']"
Berklee,Music Education for Teachers,"{"" Writing""}",4.8,2.8k,Intermediate , Specialization , 3 - 6 Months,False,['writing']
Stanford University,Child Nutrition and Cooking,"{""(9.9k reviews)""}",4.8,9.9k,Beginner , Course , 1 - 3 Months,False,[]
Rice University,Medical Terminology,"{"" Human Learning"","" Communication""}",4.9,401,Beginner , Specialization , 3 - 6 Months,False,"['communication', 'human learning']"
ISAE-SUPAERO,Fundamentals of Flight mechanics,"{"" Mathematical Theory & Analysis""}",4.7,345,Beginner , Specialization , 3 - 6 Months,False,['mathematical theory & analysis']
University of Michigan,Using Public Policy for Social Change,"{"" Problem Solving""}",5.0,6,Beginner , Course , 1 - 4 Weeks,False,['problem solving']
Google,Google Digital Marketing & E-commerce,"{""""}",,,,,,False,[]
INSEAD,Blockchain Revolution,"{"" BlockChain"","" Finance"","" FinTech"","" Innovation"","" Cryptography"","" Strategy and Operations"","" System Security"","" Distributed Computing Architecture"","" Leadership and Management"","" Contract Management"","" Entrepreneurship"","" Internet Of Things"","" Network Model"","" Network Security"","" Regulations and Compliance"","" Research and Design"","" Strategy"","" Human Resources"","" Software Security"","" Recruitment""}",4.7,2.9k,Beginner , Specialization , 3 - 6 Months,False,"['network security', 'strategy', 'finance', 'leadership', 'blockchain', 'internet of things', 'fintech', 'software security', 'cryptography', 'entrepreneurship', 'human resources', 'recruitment', 'system security', 'contract management', 'strategy and operations', 'research and design', 'innovation', 'regulations and compliance', 'leadership and management', 'distributed computing architecture', 'network model']"
Autodesk,Autodesk CAD/CAM/CAE for Mechanical Engineering,"{""(4.8k reviews)""}",4.8,4.8k,Intermediate , Specialization , 3 - 6 Months,False,[]
